Rooms;Type;Size;Price;Address
4;lejlighed;99 m²;16.900  kr.;København K, Margretheholmsvej
4;lejlighed;92 m²;16.900  kr.;København K, Margretheholmsvej
3;lejlighed;80 m²;15.400  kr.;København S, Emma Gads Vej
3;lejlighed;102 m²;19.500  kr.;København S, Tom Kristensens Vej
2;lejlighed;88 m²;15.800  kr.;Hellerup, Strandvejen
4;lejlighed;107 m²;15.100  kr.;København S, Else Alfelts Vej
4;lejlighed;108 m²;13.995  kr.;Vallensbæk Strand, Vejlesvinget
4;lejlighed;90 m²;14.700  kr.;Herlev, Herlev Ringvej
3;lejlighed;90 m²;15.800  kr.;København SV, Pladehals Allé
1;lejlighed;44 m²;9.900  kr.;Ballerup, Baltorpstræde
2;lejlighed;68 m²;14.450  kr.;København S, Lindgreens Allé
1;lejlighed;40 m²;10.000  kr.;Rødovre, Rødager Alle
1;værelse;16 m²;10.640  kr.;København K, Toldbodgade
1;værelse;10 m²;4.000  kr.;Albertslund, Porsager
1;værelse;24 m²;5.600  kr.;Frederiksberg, Ahornskellet
4;lejlighed;138 m²;23.950  kr.;København V, Anker Heegaards Gade
4;rækkehus;118 m²;17.300  kr.;Vallensbæk, Gulkløvervænget
1;lejlighed;37 m²;8.700  kr.;Frederiksberg, Nordens Plads
1;lejlighed;38 m²;8.300  kr.;Vanløse, Katrinedalsvej
3;lejlighed;107 m²;21.800  kr.;København V, Anker Heegaards Gade
1;lejlighed;36 m²;8.900  kr.;København NV, Lærkevej
2;lejlighed;52 m²;9.500  kr.;Brøndby, Bygaden
5;lejlighed;140 m²;27.500  kr.;Hellerup, Frederikkevej
1;værelse;10 m²;5.000  kr.;København Ø, Edvard Griegs Gade
3;lejlighed;81 m²;9.500  kr.;Glostrup, Emilsvej
4;lejlighed;103 m²;15.600  kr.;Herlev, Herlev Torv
5;lejlighed;185 m²;36.995  kr.;København V, Bohrsgade
1;værelse;20 m²;8.000  kr.;København N, Møllegade
2;lejlighed;45 m²;11.000  kr.;København S, Birketinget
2;lejlighed;57 m²;12.200  kr.;København S, Else Alfelts Vej
1;værelse;16 m²;6.500  kr.;Hellerup, Strandvejen
3;lejlighed;87 m²;15.900  kr.;København SV, Linus Paulings Vej
5;lejlighed;135 m²;29.500  kr.;København SV, Linus Paulings Vej
2;lejlighed;74 m²;10.295  kr.;Brøndby, Kirkebjerg Parkvej
2;lejlighed;70 m²;10.130  kr.;Brøndby, Kirkebjerg Parkvej
3;lejlighed;110 m²;14.995  kr.;Vallensbæk Strand, Vejlesvinget
4;lejlighed;111 m²;15.000  kr.;Rødovre, Kaffevej
2;lejlighed;83 m²;17.000  kr.;København V, Lagergade
2;lejlighed;53 m²;14.200  kr.;København S, Yderlandsvej
1;lejlighed;23 m²;7.500  kr.;Frederiksberg, C.F. Richs Vej
4;lejlighed;98 m²;15.100  kr.;København S, Hannemanns Allé
2;lejlighed;79 m²;12.000  kr.;København S, Kongedybet
3;lejlighed;140 m²;25.900  kr.;København K, Læderstræde
4;lejlighed;95 m²;14.500  kr.;Herlev, Hørkær
4;lejlighed;210 m²;41.400  kr.;København Ø, Stavangergade
3;lejlighed;115 m²;24.900  kr.;København K, Niels Hemmingsens Gade
2;lejlighed;80 m²;11.895  kr.;Hedehusene, Sejlbjerg Alle
2;lejlighed;73 m²;14.845  kr.;Kongens Lyngby, Skovbrynet
4;lejlighed;106 m²;17.995  kr.;Frederiksberg, Frederik VI´s Alle
2;lejlighed;57 m²;11.600  kr.;Herlev, Hørkær
4;lejlighed;79 m²;14.200  kr.;Herlev, Hørkær
2;lejlighed;65 m²;13.500  kr.;København Ø, Bomhusvej
3;lejlighed;80 m²;12.450  kr.;Hedehusene, Havtornvej
6;rækkehus;169 m²;32.200  kr.;Hellerup, Rygårds Allé
4;rækkehus;124 m²;17.300  kr.;Vallensbæk, Grønkløvervænget
4;rækkehus;124 m²;17.300  kr.;Vallensbæk, Grønkløvervænget
2;lejlighed;49 m²;9.800  kr.;Glostrup, Dalvangsvej
3;lejlighed;103 m²;21.500  kr.;København V, Halmtorvet
4;hus;95 m²;16.500  kr.;København S, Cedergangen
1;lejlighed;38 m²;7.300  kr.;Valby, Følager
1;lejlighed;38 m²;7.400  kr.;Valby, Følager
1;værelse;18 m²;5.500  kr.;København Ø, Kastelsvej
4;lejlighed;201 m²;27.000  kr.;Charlottenlund, Enighedsvej
3;lejlighed;75 m²;17.500  kr.;København K, Magstræde
4;lejlighed;102 m²;12.500  kr.;Taastrup, Høje Taastrup Boulevard
2;hus;60 m²;10.000  kr.;Hvidovre, Rebæk Alle
1;værelse;16 m²;4.100  kr.;Vanløse, Clausholmvej
1;værelse;16 m²;4.500  kr.;København Ø, Strandboulevarden
1;værelse;12 m²;4.000  kr.;Taastrup, Parkvej
2;lejlighed;83 m²;11.750  kr.;Hedehusene, Hedesøvej
1;værelse;8 m²;3.600  kr.;Virum, Bakketoppen
1;værelse;13 m²;5.000  kr.;Glostrup, Kildeholm
5;lejlighed;138 m²;28.000  kr.;København N, Griffenfeldsgade
3;lejlighed;69 m²;10.400  kr.;Hedehusene, Cikoriegade
3;lejlighed;137 m²;29.500  kr.;København S, Amager Strandvej
3;lejlighed;80 m²;13.000  kr.;København NV, Gråspurvevej
1;værelse;12 m²;10.341  kr.;København K, Dronningensgade
6;lejlighed;198 m²;24.750  kr.;København K, Fortunstræde
1;værelse;28 m²;8.500  kr.;Valby, Ålholmvej
4;lejlighed;165 m²;29.900  kr.;København V, Bag Elefanterne
1;værelse;34 m²;7.850  kr.;Søborg, Gyngemose Parkvej
4;lejlighed;96 m²;13.500  kr.;Glostrup, Grankoglen
2;lejlighed;70 m²;14.500  kr.;København S, Else Alfelts Vej
4;lejlighed;103 m²;12.750  kr.;Hedehusene, Havtornvej
1;værelse;20 m²;6.200  kr.;Frederiksberg, Nordre Fasanvej
2;lejlighed;60 m²;9.200  kr.;Brøndby Strand, Brøndby Strand Centrum
5;hus;199 m²;28.000  kr.;Bagsværd, Haspegårdsvej
1;værelse;12 m²;4.400  kr.;København S, Under Elmene
2;lejlighed;37 m²;14.000  kr.;København K, Sankt Gertruds Stræde
1;lejlighed;41 m²;8.995  kr.;Glostrup, Murervangen
4;hus;86 m²;10.800  kr.;Hedehusene, Bækgårdsvej
1;lejlighed;46 m²;8.000  kr.;Søborg, Tinghøjvej
1;værelse;10 m²;8.832  kr.;København N, Nørrebrogade
3;lejlighed;79 m²;15.900  kr.;Valby, Jernæblevej
2;lejlighed;57 m²;10.700  kr.;Herlev, Hørkær
3;lejlighed;110 m²;15.000  kr.;København V, Flensborggade
4;lejlighed;80 m²;13.400  kr.;Herlev, Hørkær
2;lejlighed;73 m²;11.575  kr.;Rødovre, Irmavej
3;lejlighed;69 m²;12.995  kr.;København S, Else Alfelts Vej
3;lejlighed;91 m²;15.242  kr.;København S, Robert Jacobsens Vej
2;lejlighed;60 m²;11.100  kr.;Herlev, Hørkær
1;lejlighed;44 m²;10.600  kr.;Valby, Søndre Fasanvej
3;lejlighed;103 m²;18.000  kr.;København S, Islands Brygge
3;lejlighed;84 m²;12.100  kr.;Taastrup, Jens Kofoeds Gade
3;lejlighed;130 m²;18.995  kr.;København NV, Rentemestervej
5;lejlighed;122 m²;20.500  kr.;København S, Strandlodsvej
1;lejlighed;44 m²;9.500  kr.;København S, Kongelundsvej
4;lejlighed;109 m²;22.800  kr.;Frederiksberg, Nimbusparken
4;lejlighed;94 m²;12.900  kr.;Hedehusene, Dræsinen
1;værelse;35 m²;9.000  kr.;København S, Geislersgade
2;lejlighed;70 m²;9.300  kr.;Taastrup, Hammeren
6;lejlighed;227 m²;30.000  kr.;Gentofte, Adolphsvej
2;lejlighed;71 m²;18.000  kr.;Gentofte, Ved Bommen
3;lejlighed;109 m²;17.000  kr.;København S, Axel Heides Gade
3;lejlighed;82 m²;11.800  kr.;Ishøj, Spættevangen
3;lejlighed;130 m²;27.500  kr.;København K, Bryghuspladsen
5;lejlighed;175 m²;28.400  kr.;København Ø, Østerbrogade
3;lejlighed;79 m²;11.900  kr.;Ishøj, Spættevangen
1;lejlighed;32 m²;8.650  kr.;København SV, Viola Nørløvs Gade
5;lejlighed;159 m²;33.450  kr.;København K, Herluf Trolles Gade
1;lejlighed;31 m²;8.700  kr.;København SV, Viola Nørløvs Gade
1;lejlighed;31 m²;9.550  kr.;København SV, Henriette Crones Gade
1;lejlighed;32 m²;9.350  kr.;København SV, Henriette Crones Gade
4;lejlighed;114 m²;13.550  kr.;Hedehusene, Kongelysvej,
3;lejlighed;91 m²;12.200  kr.;Rødovre, Roskildevej
6;lejlighed;182 m²;16.000  kr.;København N, Nørrebrogade
4;lejlighed;101 m²;22.900  kr.;Frederiksberg, Kong Georgs Vej
1;lejlighed;33 m²;10.200  kr.;København V, Dybbølsbro
1;lejlighed;33 m²;9.700  kr.;København V, Dybbølsbro
1;lejlighed;33 m²;10.400  kr.;København V, Dybbølsbro
1;lejlighed;33 m²;10.900  kr.;København V, Dybbølsbro
1;lejlighed;36 m²;8.295  kr.;Vanløse, Godthåbsvej
1;lejlighed;35 m²;8.295  kr.;Vanløse, Godthåbsvej
1;lejlighed;35 m²;8.295  kr.;Vanløse, Godthåbsvej
2;lejlighed;77 m²;19.000  kr.;København S, Islands Brygge
4;lejlighed;146 m²;25.995  kr.;Charlottenlund, Ordruphøjvej
4;lejlighed;89 m²;14.700  kr.;København S, Gertrude Steins Vej
3;lejlighed;97 m²;11.900  kr.;Albertslund, Nordmarks Alle
2;lejlighed;58 m²;9.000  kr.;Taastrup, Brinchs Have
4;lejlighed;103 m²;18.200  kr.;Valby, Carl Jacobsens Vej
5;lejlighed;133 m²;24.900  kr.;Klampenborg, Damgårdsvej
1;værelse;12 m²;7.710  kr.;København S, Strandlodsvej
1;værelse;9 m²;8.416  kr.;København SV, Etta Camerons Vej
3;rækkehus;75 m²;12.000  kr.;Skovlunde, Lundemarken
1;værelse;20 m²;4.000  kr.;Vanløse, Bratskovvej
3;lejlighed;69 m²;14.600  kr.;København S, Gertrude Steins Vej
1;værelse;10 m²;5.500  kr.;København K, Hauser Plads
6;lejlighed;286 m²;45.500  kr.;København K, Store Kongensgade
1;værelse;18 m²;7.000  kr.;København Ø, Trianglen
3;lejlighed;90 m²;16.800  kr.;Valby, Trekronergade
4;rækkehus;148 m²;25.800  kr.;Charlottenlund, Bernstorffsvej
2;lejlighed;82 m²;16.995  kr.;Hellerup, Lille Strandvej
3;lejlighed;91 m²;12.990  kr.;Herlev, Lyskær
2;lejlighed;85 m²;12.200  kr.;Herlev, Lyskær
3;lejlighed;117 m²;20.000  kr.;København K, Knabrostræde
3;lejlighed;103 m²;18.400  kr.;København Ø, Marmorvej
1;værelse;12 m²;4.700  kr.;København NV, Lille Theklavej
4;rækkehus;70 m²;14.490  kr.;Rødovre, Bjerringbrovej
2;lejlighed;74 m²;10.485  kr.;Brøndby, Kirkebjerg Parkvej
4;lejlighed;96 m²;13.300  kr.;Brøndby, Elementfabrikken
2;lejlighed;60 m²;7.921  kr.;Gentofte, Fuglegårdsvænget
2;lejlighed;60 m²;10.975  kr.;Brøndby, Elektronikvej
3;lejlighed;73 m²;11.900  kr.;Glostrup, Baneleddet
3;lejlighed;84 m²;12.150  kr.;Brøndby, Elementfabrikken
2;lejlighed;92 m²;12.500  kr.;Charlottenlund, Bernstorffsvej
3;lejlighed;145 m²;24.565  kr.;Frederiksberg C, Carit Etlars Vej
3;lejlighed;56 m²;14.500  kr.;København V, Olivia Hansens Gade
3;lejlighed;61 m²;15.600  kr.;København V, Olivia Hansens Gade
3;lejlighed;97 m²;20.900  kr.;København SV, Willy Brandts Vej
1;lejlighed;54 m²;11.500  kr.;København NV, Smedetoften
1;lejlighed;45 m²;10.800  kr.;Valby, Søndre Fasanvej
4;lejlighed;98 m²;15.800  kr.;Søborg, Gyngemose Parkvej
6;rækkehus;130 m²;35.000  kr.;København K, Gernersgade
3;lejlighed;105 m²;15.200  kr.;Rødovre, Irmavej
4;lejlighed;79 m²;13.700  kr.;Herlev, Hørkær
3;lejlighed;85 m²;12.400  kr.;Taastrup, Saksen D
4;lejlighed;98 m²;13.800  kr.;Gentofte, Jægersborgvej
1;værelse;10 m²;7.000  kr.;København SV, Alliancevej
1;værelse;9 m²;5.500  kr.;Gentofte, Lyngbyvej
1;værelse;10 m²;5.300  kr.;Søborg, Søborg Hovedgade
2;lejlighed;55 m²;12.000  kr.;Kongens Lyngby, Hollandsvej
3;lejlighed;102 m²;13.700  kr.;Vallensbæk Strand, Amalieparken
4;lejlighed;63 m²;16.000  kr.;København V, Olivia Hansens Gade
3;lejlighed;61 m²;15.600  kr.;København V, Olivia Hansens Gade
2;lejlighed;56 m²;15.000  kr.;København V, Olivia Hansens Gade
3;lejlighed;56 m²;14.600  kr.;København V, Olivia Hansens Gade
3;lejlighed;61 m²;15.700  kr.;København V, Olivia Hansens Gade
3;lejlighed;56 m²;14.500  kr.;København V, Olivia Hansens Gade
3;lejlighed;56 m²;14.500  kr.;København V, Olivia Hansens Gade
3;lejlighed;61 m²;15.500  kr.;København V, Olivia Hansens Gade
3;lejlighed;56 m²;14.500  kr.;København V, Olivia Hansens Gade
3;lejlighed;56 m²;14.500  kr.;København V, Olivia Hansens Gade
3;lejlighed;56 m²;14.500  kr.;København V, Olivia Hansens Gade
1;værelse;20 m²;5.000  kr.;København N, Hillerødgade
4;rækkehus;139 m²;20.000  kr.;Kongens Lyngby, Ingvar Nørgaards Vej
1;værelse;13 m²;5.800  kr.;Valby, Toftegårds Allé
1;værelse;25 m²;6.000  kr.;Frederiksberg C, Lykkesholms Allé
4;rækkehus;117 m²;11.800  kr.;Ishøj, Granlunden
2;lejlighed;52 m²;11.500  kr.;København S, Grækenlandsvej
1;værelse;14 m²;4.000  kr.;Ballerup, Ellegårdsvej
1;værelse;18 m²;5.900  kr.;København Ø, Classensgade
1;værelse;10 m²;5.900  kr.;København S, Øresundsvej
3;hus;90 m²;11.500  kr.;Dragør, Ndr Dragørvej
2;lejlighed;92 m²;12.500  kr.;Charlottenlund, Bernstorffsvej
1;værelse;12 m²;5.000  kr.;København S, Korfuvej
1;værelse;25 m²;6.500  kr.;Valby, Ulriksdalvej
2;lejlighed;60 m²;8.500  kr.;Søborg, Buddingevej
3;lejlighed;120 m²;17.000  kr.;København K, Dronningensgade
1;værelse;25 m²;7.600  kr.;Vanløse, Jernbane Allé
2;lejlighed;55 m²;11.600  kr.;Brønshøj, Gadelandet
4;lejlighed;102 m²;14.200  kr.;Brønshøj, Tingbjerg Ås
5;lejlighed;116 m²;15.200  kr.;Brønshøj, Tingbjerg Ås
2;lejlighed;51 m²;9.800  kr.;Brønshøj, Tingbjerg Ås
3;lejlighed;80 m²;11.900  kr.;Brøndby, Baneleddet
1;værelse;25 m²;6.500  kr.;Brønshøj, Hvalsøvej
4;lejlighed;130 m²;28.000  kr.;København S, Islands Brygge
2;lejlighed;80 m²;13.300  kr.;København NV, Gråspurvevej
3;lejlighed;80 m²;18.000  kr.;København N, Meinungsgade
6;lejlighed;189 m²;17.000  kr.;København K, Valkendorfsgade
2;lejlighed;96 m²;19.800  kr.;København S, Rundholtsvej
2;lejlighed;52 m²;12.500  kr.;København S, Emma Gads Vej
4;lejlighed;99 m²;13.750  kr.;Rødovre, Irmavej
3;lejlighed;76 m²;16.300  kr.;København S, Yderlandsvej
2;lejlighed;55 m²;13.800  kr.;København S, Yderlandsvej
1;lejlighed;38 m²;7.300  kr.;Valby, Følager
2;lejlighed;75 m²;15.950  kr.;København V, Lagergade
4;lejlighed;97 m²;18.800  kr.;København S, Faste Batteri Vej
1;værelse;12 m²;5.500  kr.;Kongens Lyngby, Ulrikkenborg Plads
3;lejlighed;87 m²;12.900  kr.;Søborg, Gyngemose Parkvej
7;lejlighed;284 m²;38.500  kr.;København V, H.C. Andersens Boulevard
4;lejlighed;116 m²;22.300  kr.;Charlottenlund, Hans Edvard Teglers Vej
2;lejlighed;70 m²;10.900  kr.;Glostrup, Murervangen
1;lejlighed;36 m²;8.000  kr.;Valby, Elstarvej
3;lejlighed;102 m²;26.000  kr.;København SV, Georg Marshalls Vej
3;lejlighed;73 m²;11.800  kr.;Glostrup, Baneleddet
3;lejlighed;95 m²;14.450  kr.;Søborg, Rosendal
5;lejlighed;121 m²;23.000  kr.;Søborg, Marienborg Alle
1;værelse;25 m²;6.750  kr.;Bagsværd, Aldershvilevej
4;lejlighed;133 m²;19.000  kr.;København S, Amagerfælledvej
6;hus;179 m²;24.800  kr.;Værløse, Munkevej
3;lejlighed;112 m²;19.900  kr.;København Ø, Pakhusvej
1;lejlighed;38 m²;7.300  kr.;Valby, Følager
3;lejlighed;87 m²;17.200  kr.;København S, Faste Batteri Vej
3;lejlighed;112 m²;13.800  kr.;Rødovre, Roskildevej
5;lejlighed;146 m²;19.300  kr.;København S, Ørestads Boulevard
3;lejlighed;79 m²;12.050  kr.;Brøndby, Mudillesvej
2;lejlighed;109 m²;20.250  kr.;København S, Islands Brygge
2;lejlighed;68 m²;11.000  kr.;Taastrup, Jens Kofoeds Gade
1;lejlighed;33 m²;11.000  kr.;København V, Dybbølsbro
4;rækkehus;112 m²;18.295  kr.;Værløse, Æblehaven
1;lejlighed;33 m²;10.200  kr.;København V, Dybbølsbro
1;lejlighed;41 m²;8.450  kr.;København NV, Dortheavej
4;rækkehus;124 m²;15.810  kr.;Brøndby, Mekanikvej
1;værelse;25 m²;6.500  kr.;Frederiksberg, C.F. Richs Vej
3;lejlighed;90 m²;14.300  kr.;Rødovre, Blomsterstræde
2;lejlighed;51 m²;11.800  kr.;København N, Tagensvej
3;lejlighed;76 m²;14.250  kr.;København S, Else Alfelts Vej
3;lejlighed;98 m²;13.795  kr.;Hedehusene, Hedesøvej
2;lejlighed;68 m²;11.200  kr.;Taastrup, Jens Kofoeds Gade
1;værelse;12 m²;5.500  kr.;Gentofte, Tværbommen
1;lejlighed;33 m²;7.854  kr.;København NV, Theklavej
4;lejlighed;135 m²;24.200  kr.;København Ø, Borgm. Jensens Allé
3;lejlighed;82 m²;17.500  kr.;København Ø, Serridslevvej
1;værelse;11 m²;4.536  kr.;København S, Maltagade
3;lejlighed;110 m²;27.500  kr.;København K, Store Regnegade
3;lejlighed;91 m²;13.595  kr.;Hedehusene, Hedesøvej
3;lejlighed;106 m²;15.000  kr.;Vanløse, Jyllingevej
2;lejlighed;60 m²;10.600  kr.;Brøndby, Mudillesvej
2;lejlighed;68 m²;10.850  kr.;Brøndby, Mudillesvej
3;lejlighed;82 m²;11.950  kr.;Brøndby, Kirkebjerg Søpark
2;lejlighed;85 m²;15.000  kr.;København V, Sommerstedgade
1;værelse;30 m²;6.900  kr.;Hvidovre, Nymarksvej
3;lejlighed;90 m²;10.500  kr.;København S, Lyongade
1;værelse;15 m²;5.000  kr.;Hvidovre, Gammel Køge Landevej
1;lejlighed;46 m²;10.464  kr.;Kongens Lyngby, Skovbrynet
3;lejlighed;115 m²;16.283  kr.;Søborg, Maglegårds Alle
3;lejlighed;99 m²;13.000  kr.;Taastrup, Lindehaven
2;lejlighed;72 m²;10.700  kr.;Hedehusene, Frøstjernestræde
3;lejlighed;81 m²;12.800  kr.;Herlev, Lyskær
1;værelse;18 m²;3.900  kr.;Ballerup, Vestbuen
4;lejlighed;141 m²;30.900  kr.;Hellerup, Tuborg Bakkedrag
4;lejlighed;145 m²;33.950  kr.;Hellerup, Tuborg Bakkedrag
2;lejlighed;76 m²;10.608  kr.;Kongens Lyngby, Ved Smedebakken
1;værelse;12 m²;6.500  kr.;København Ø, Studsgaardsgade
4;lejlighed;179 m²;22.378  kr.;København K, Nyhavn
4;lejlighed;145 m²;34.000  kr.;Hellerup, Tuborg Bakkedrag
1;lejlighed;31 m²;8.685  kr.;København NV, Bispevej
6;lejlighed;253 m²;59.000  kr.;København Ø, Trondhjemsgade
3;lejlighed;124 m²;19.586  kr.;Hellerup, Svanemøllevej
5;hus;276 m²;45.950  kr.;Hellerup, På Højden
1;værelse;29 m²;4.800  kr.;Taastrup, Nyhøjsvej
4;hus;112 m²;18.000  kr.;Brøndby, Hedegrænsen
6;lejlighed;260 m²;41.500  kr.;Frederiksberg C, Nyvej
3;lejlighed;82 m²;11.900  kr.;Brøndby, Brøndbyvestervej
2;lejlighed;61 m²;15.000  kr.;København V, Ny Carlsberg Vej
1;værelse;25 m²;6.500  kr.;Kongens Lyngby, Hvidegårdsparken
4;lejlighed;144 m²;19.900  kr.;Hedehusene, Hedesøvej
4;lejlighed;96 m²;14.500  kr.;Vallensbæk Strand, Rosenfeldtvej
4;hus;105 m²;16.900  kr.;Bagsværd, Klausdalsbrovej
1;lejlighed;37 m²;7.300  kr.;Bagsværd, Aldershvilevej
2;lejlighed;98 m²;22.000  kr.;København K, Toldbodgade
1;lejlighed;34 m²;9.500  kr.;København S, Irlandsvej
1;lejlighed;38 m²;6.950  kr.;Valby, Følager
2;værelse;36 m²;15.000  kr.;Frederiksberg, Femte juni plads
1;værelse;29 m²;5.650  kr.;København NV, Rabarbervej
1;værelse;17 m²;5.900  kr.;København Ø, Masnedøgade
4;lejlighed;117 m²;16.000  kr.;Glostrup, Edithsvej
3;lejlighed;92 m²;21.800  kr.;Nordhavn, Göteborg Plads
3;lejlighed;95 m²;10.800  kr.;Brønshøj, Degnemose Allé
3;lejlighed;82 m²;11.600  kr.;Brøndby, Mekanikvej
4;lejlighed;92 m²;17.000  kr.;København K, Margretheholmsvej
1;lejlighed;32 m²;8.950  kr.;Brønshøj, Hyrdevangen
3;lejlighed;83 m²;14.248  kr.;København S, Else Alfelts Vej
3;lejlighed;73 m²;12.000  kr.;Brøndby, Mekanikvej
4;lejlighed;80 m²;13.500  kr.;Herlev, Hørkær
1;værelse;25 m²;6.500  kr.;Frederiksberg, Pelargonievej
2;lejlighed;53 m²;14.000  kr.;København S, Yderlandsvej
5;hus;167 m²;18.900  kr.;Dragør, Alkmaar Alle
1;værelse;24 m²;6.000  kr.;Frederiksberg, Ved Lindevangen
1;værelse;22 m²;6.000  kr.;Frederiksberg, Borgmester Fischers Vej
4;lejlighed;147 m²;30.542  kr.;København SV, Jane Addams Vej
4;lejlighed;100 m²;13.600  kr.;Taastrup, Spotorno Alle
3;lejlighed;118 m²;26.800  kr.;København V, Lagergade
4;lejlighed;105 m²;12.600  kr.;Hedehusene, Svanegade
1;lejlighed;38 m²;8.950  kr.;København S, Ørestads Boulevard
4;lejlighed;107 m²;17.500  kr.;København S, Martha Christensens Vej
4;lejlighed;121 m²;29.500  kr.;København K, Vendersgade
4;lejlighed;99 m²;13.900  kr.;Brøndby, Mudillesvej
4;lejlighed;89 m²;14.100  kr.;Herlev, Hørkær
4;lejlighed;78 m²;13.900  kr.;Herlev, Hørkær
4;lejlighed;94 m²;16.600  kr.;København K, Margretheholmsvej
4;lejlighed;139 m²;20.400  kr.;København K, Margretheholmsvej
4;lejlighed;93 m²;17.000  kr.;København K, Margretheholmsvej
3;lejlighed;90 m²;17.200  kr.;København S, Amager Strandvej
6;lejlighed;184 m²;20.700  kr.;Frederiksberg C, Harsdorffsvej
1;værelse;10 m²;3.400  kr.;Hvidovre, Gammel Køge Landevej
1;værelse;18 m²;8.300  kr.;Frederiksberg C, Mynstersvej
1;værelse;10 m²;9.352  kr.;Frederiksberg, Godthåbsvej
1;værelse;13 m²;5.500  kr.;København N, Søllerødgade
1;værelse;10 m²;9.836  kr.;København Ø, Livjægergade
2;lejlighed;56 m²;14.500  kr.;København NV, Rebslagervej
4;lejlighed;96 m²;18.900  kr.;København NV, Rebslagervej
1;lejlighed;46 m²;9.900  kr.;København Ø, Svendborggade
4;lejlighed;195 m²;34.000  kr.;Hellerup, Onsgårdsvej
6;lejlighed;127 m²;24.700  kr.;København V, Bag Elefanterne
1;værelse;13 m²;5.000  kr.;Rødovre, Rødovrevej
1;lejlighed;37 m²;8.700  kr.;København NV, Lærkevej
3;lejlighed;83 m²;12.100  kr.;Glostrup, Baneleddet
4;lejlighed;100 m²;13.600  kr.;Glostrup, Baneleddet
4;rækkehus;109 m²;15.100  kr.;Glostrup, Banehavestien
4;rækkehus;109 m²;15.100  kr.;Glostrup, Banehavestien
4;lejlighed;99 m²;14.000  kr.;Brøndby, Baneleddet
4;lejlighed;112 m²;17.995  kr.;København SV, Vestre Teglgade
1;værelse;11 m²;7.000  kr.;København Ø, Upsalagade
1;værelse;25 m²;5.900  kr.;Frederiksberg C, Åboulevard
1;værelse;12 m²;3.900  kr.;Holte, Gammel Holtevej
3;lejlighed;86 m²;17.995  kr.;København V, Halmtorvet
3;hus;173 m²;30.000  kr.;Kongens Lyngby, Langs Hegnet
1;lejlighed;34 m²;7.150  kr.;København S, Else Alfelts Vej
1;værelse;10 m²;6.000  kr.;København S, Amagerfælledvej
1;værelse;7 m²;2.800  kr.;Kongens Lyngby, Rævehøjparken
4;lejlighed;92 m²;13.200  kr.;Skovlunde, Torvestrædet
2;lejlighed;73 m²;11.600  kr.;Hedehusene, Sejlbjerg Alle
4;lejlighed;128 m²;23.000  kr.;København Ø, Amerika Plads
2;lejlighed;40 m²;10.000  kr.;Vedbæk, Olgasvej
4;lejlighed;121 m²;24.995  kr.;Frederiksberg C, Martinsvej
4;lejlighed;87 m²;19.200  kr.;Kastrup, Skovmarken
2;lejlighed;60 m²;10.500  kr.;Hedehusene, Sporstræde
3;lejlighed;81 m²;11.500  kr.;Hedehusene, Sporstræde
4;lejlighed;97 m²;15.200  kr.;Herlev, Hørkær
1;værelse;18 m²;5.100  kr.;Vanløse, Vanløse Allé
1;værelse;14 m²;4.200  kr.;Vanløse, Jyllingevej
2;lejlighed;63 m²;12.600  kr.;København S, Nadine Gordimers Vej
4;lejlighed;109 m²;14.200  kr.;Vallensbæk Strand, Vejlesvinget
1;værelse;22 m²;3.800  kr.;Kastrup, Skovmarken
1;lejlighed;37 m²;8.700  kr.;Frederiksberg, Nordens Plads
4;lejlighed;109 m²;13.595  kr.;Ballerup, Postgrunden
1;værelse;20 m²;4.900  kr.;Søborg, Toftekærsvej
5;lejlighed;144 m²;29.500  kr.;København V, Ny Carlsbergvej
3;lejlighed;82 m²;19.000  kr.;København V, Fadet
3;lejlighed;95 m²;15.750  kr.;København S, Michael Strunges Vej
3;lejlighed;93 m²;26.000  kr.;Frederiksberg C, Sveasvej
4;lejlighed;98 m²;13.600  kr.;Glostrup, Baneleddet
3;lejlighed;83 m²;12.200  kr.;Glostrup, Baneleddet
3;lejlighed;79 m²;12.200  kr.;Glostrup, Baneleddet
3;lejlighed;102 m²;9.900  kr.;Smørum, Ledøjetoften
2;lejlighed;61 m²;15.500  kr.;København V, Ny Carlsberg Vej
6;lejlighed;140 m²;22.456  kr.;København K, Rådhusstræde
3;lejlighed;89 m²;14.550  kr.;Rødovre, Kaffevej
4;rækkehus;124 m²;22.000  kr.;Nærum, Haugesundvej
1;lejlighed;37 m²;8.700  kr.;Frederiksberg, Nordens Plads
3;lejlighed;78 m²;11.200  kr.;Taastrup, Falsterbogade
5;lejlighed;158 m²;23.300  kr.;København S, Parmagade
2;lejlighed;110 m²;19.500  kr.;Hellerup, Heslegårdsvej
3;lejlighed;95 m²;16.300  kr.;Valby, Gammel Køge Landevej
3;lejlighed;84 m²;16.500  kr.;Vanløse, Kongsdalvej
1;lejlighed;34 m²;8.400  kr.;København S, Englandsvej
3;lejlighed;121 m²;17.700  kr.;Valby, Gammel Køge Landevej
2;lejlighed;64 m²;10.350  kr.;Hedehusene, Skolebakken
4;lejlighed;92 m²;15.900  kr.;København S, Else Alfelts Vej
4;lejlighed;101 m²;15.150  kr.;København S, Robert Jacobsens Vej
2;lejlighed;59 m²;14.250  kr.;Gentofte, Skrænten
2;lejlighed;53 m²;13.900  kr.;København S, Yderlandsvej
